URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_786,25,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,27/11/2016 19:09,1/02/2017 0:01,0,0,0,0,0,0,0,0,0,0.0,0
B0_601,22,6,UTF-8,nginx/1.12.0,NA,US,FL,1/08/2002 0:00,22/03/2016 0:00,6,0,3,650,10,10,1417,950,10,4.0,0
B0_141,72,15,UTF-8,Apache/2.4.16 (Ubuntu),NA,US,CA,22/09/2002 0:00,22/09/2016 0:00,47,13,6,6078,53,52,40968,6520,53,6.0,0
B0_937,32,7,us-ascii,None,324,US,Arizona,26/06/2009 0:00,29/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_498,47,8,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,55,47,6,7049,65,64,110342,7819,65,10.0,0
B0_919,45,8,UTF-8,None,NA,None,None,18/10/2000 0:00,29/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1138,59,10,iso-8859-1,None,NA,None,None,13/08/2004 0:00,20/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2283,70,13,UTF-8,nginx,NA,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,16,13,2,1688,16,12,742,1688,16,0.0,0
B0_229,28,7,utf-8,Apache,8578,CA,ON,2/10/1995 4:00,30/09/2016 9:12,21,7,5,2830,29,25,6137,3400,29,8.0,0
B0_711,30,7,utf-8,AmazonS3,350,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,23,1,10,1902,27,26,2764,2194,27,4.0,0
B0_690,114,18,ISO-8859-1,None,36816,NL,Noord-Holland,8/02/1999 0:00,13/07/2014 0:00,59,47,11,6945,71,71,62932,7895,71,12.0,0
B0_2271,32,6,iso-8859-1,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,199,US,Kansas,23/10/2008 0:00,3/03/2017 0:00,6,3,4,564,6,7,442,564,6,0.0,0
B0_1203,78,10,utf-8,Apache,23146,US,NY,18/01/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_108,35,9,ISO-8859-1,Apache,7314,None,None,21/09/2009 0:00,9/08/2016 0:00,39,0,2,3240,45,45,35301,3722,45,6.0,1
B0_622,23,6,ISO-8859-1,Apache,3985,CA,AB,30/05/2002 0:00,31/05/2016 0:00,40,17,16,3285,46,45,12003,3729,46,6.0,0
B0_1131,42,8,utf-8,Apache/2.4.25,NA,IN,Karnataka,30/01/2006 0:00,14/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_645,91,14,UTF-8,Apache,9406,IE,CO. DUBLIN,11/08/2009 0:00,4/03/2017 0:00,13,3,6,1591,17,15,1936,1931,17,4.0,0
B0_2068,40,9,UTF-8,mw2192.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,14,12,5,1092,14,4,244,1092,14,0.0,0
B0_144,35,6,us-ascii,Microsoft-IIS/7.5,324,None,None,21/03/2014 0:00,22/03/2017 0:00,22,15,8,1527,24,25,1928,1699,24,2.0,0
B0_253,39,8,ISO-8859-1,Apache,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,10,2,7,927,14,20,2926,1241,14,4.0,0
B0_2006,69,12,ISO-8859-1,Apache,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,4,3,2,432,4,4,244,432,4,0.0,0
B0_981,28,6,UTF-8,nginx,18438,US,California,15/06/2007 0:00,12/05/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_45,194,17,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
M0_63,84,15,UTF-8,Apache/2.2.22 (Debian),11323,US,Washington,8/03/2003 0:00,9/03/2017 0:00,25,0,5,2262,29,27,33205,2588,29,4.0,1
B0_1291,63,12,UTF-8,Apache,NA,US,Arizona,19/10/2006 0:00,20/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1160,51,10,us-ascii,Microsoft-IIS/7.5,324,None,None,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2257,44,7,UTF-8,Apache,NA,US,Arizona,12/03/2008 0:00,19/05/2016 0:00,14,7,12,1092,14,15,970,1092,14,0.0,0
B0_2211,78,15,ISO-8859-1,Varnish,9,US,DC,18/10/2005 0:00,14/10/2016 0:00,8,6,6,672,8,9,562,672,8,0.0,0
B0_338,58,10,ISO-8859-1,nginx,NA,CA,ON,14/07/1998 4:00,11/07/2016 9:21,5,0,3,620,7,8,626,770,7,2.0,0
B0_648,49,10,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,51,46,3,5413,57,61,64860,5841,57,6.0,0
B0_1080,52,10,UTF-8,Apache/2.2.15 (Red Hat),5315,US,CA,1/06/1996 0:00,2/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1389,80,15,UTF-8,None,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_884,22,6,ISO-8859-1,Apache,441,US,OR,13/01/2005 0:00,2/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2031,58,9,ISO-8859-1,nginx/1.12.0,NA,US,Illinois,4/10/2010 0:00,21/10/2014 0:00,5,3,3,474,5,4,244,474,5,0.0,0
B0_920,29,8,us-ascii,Microsoft-HTTPAPI/2.0,324,AU,QLD,1/07/2015 0:00,4/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_100,51,14,UTF-8,Apache,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,46,0,1,3321,48,49,66184,3473,48,2.0,1
B0_618,59,11,ISO-8859-1,cloudflare-nginx,NA,NL,ZH,12/09/2002 0:00,6/05/2015 0:00,9,0,2,1589,13,13,2404,1909,13,4.0,0
B0_407,87,15,utf-8,Microsoft-IIS/7.5,9083,US,va,29/04/1994 0:00,30/08/2013 0:00,14,0,5,1482,20,18,8797,1914,20,6.0,0
B0_10,45,8,iso-8859-1,nginx,326,None,None,29/02/2008 0:00,21/02/2017 0:00,7,0,2,1088,11,10,7650,1440,11,4.0,0
B0_2247,48,9,iso-8859-1,Apache,333,US,Arizona,25/06/2002 0:00,26/06/2016 0:00,5,3,3,498,5,8,504,498,5,0.0,0
B0_838,49,10,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1086,80,16,UTF-8,None,7240,US,California,4/02/1996 0:00,10/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1303,42,8,utf-8,nginx/1.1.19,NA,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_230,54,10,ISO-8859-1,cloudflare-nginx,18952,US,CA,29/09/2005 0:00,5/05/2016 0:00,1194,12,8,99843,1198,1284,2060012,100151,1198,4.0,0
B0_2266,29,8,UTF-8,Apache/2.4.25,6813,US,Texas,23/05/2006 0:00,13/07/2016 0:00,17,9,10,1249,17,15,1062,1249,17,0.0,0
B0_2016,46,8,UTF-8,Apache/2.4.7 (Ubuntu),22479,US,WA,30/01/2007 0:00,28/12/2016 0:00,7,6,4,606,7,8,496,606,7,0.0,0
B0_78,64,13,us-ascii,Microsoft-IIS/7.5,324,NO,Rogaland,7/04/2006 10:47,19/04/2017 12:59,16,1,5,1910,24,24,3124,2552,24,8.0,0
B0_977,53,9,UTF-8,nginx,20309,US,CA,6/12/1994 0:00,3/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_197,36,8,ISO-8859-1,nginx,NA,CN,shandong,8/09/2003 0:00,24/10/2016 0:00,18,2,8,1432,20,27,2113,1572,20,2.0,0
B0_501,31,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,28,13,13,2773,32,32,6566,3037,32,4.0,0
B0_1267,64,11,UTF-8,nginx/1.8.1,9418,UK,None,3/06/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_195,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,64,48,8,6413,72,68,58285,7005,72,8.0,0
M0_167,74,11,ISO-8859-1,cloudflare-nginx,NA,ru,Krasnoyarsk,22/08/2010 0:00,28/04/2017 0:00,11,0,3,1260,19,17,2399,1850,19,8.0,1
B0_2231,42,9,us-ascii,None,324,None,None,11/10/2000 0:00,2/07/2014 0:00,8,8,3,636,8,6,364,636,8,0.0,0
B0_1354,55,9,UTF-8,cloudflare-nginx,NA,SI,Not Applicable,25/07/2003 18:21,6/12/2015 17:05,0,0,0,0,0,0,0,0,0,0.0,0
B0_372,69,12,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,48,36,10,5347,54,50,43924,5787,54,6.0,0
B0_2295,35,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,21,12,12,1446,21,24,1788,1446,21,0.0,0
B0_2189,65,14,UTF-8,nginx,NA,US,IL,12/12/1990 0:00,8/06/2015 0:00,32,11,12,2232,32,14,954,2232,32,0.0,0
B0_1182,63,11,UTF-8,mw2257.codfw.wmnet,14506,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
M0_67,27,7,UTF-8,Apache/2.2.22 (Debian),8756,GB,WC1N,16/06/2000 0:00,16/02/2016 0:00,38,0,3,4207,44,45,39662,4679,44,6.0,1
B0_2083,85,12,UTF-8,cloudflare-nginx,NA,US,WA,7/04/2011 0:00,11/03/2017 0:00,7,7,3,618,7,9,562,618,7,0.0,0
M4_1,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,2,1,2,132,2,4,256,132,2,0.0,1
B0_1420,43,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1040,66,10,UTF-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1299,35,8,utf-8,nginx/1.10.1 + Phusion Passenger 5.0.30,NA,US,California,21/02/1995 0:00,19/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_795,39,9,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1344,39,7,UTF-8,Apache,NA,US,NY,10/07/2002 0:00,18/10/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_953,60,9,utf-8,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8a,824,US,OH,13/08/2003 0:00,14/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_72,71,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,65,48,7,6391,71,77,83389,6819,71,6.0,0
B0_1280,102,12,UTF-8,nginx/1.4.6 (Ubuntu),NA,US,CA,14/12/1995 5:00,6/12/2016 21:52,0,0,0,0,0,0,0,0,0,0.0,0
B0_384,60,12,iso-8859-1,nginx,NA,CA,BC,20/10/1998 0:00,7/12/2015 0:00,6,0,4,664,8,8,609,808,8,2.0,0
M0_110,35,11,UTF-8,Apache,NA,CA,ON,14/08/2008 0:00,9/08/2016 0:00,18,0,2,2102,20,21,20976,2252,20,2.0,1
B0_298,47,8,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,479,CA,ON,18/10/2002 0:00,17/10/2016 0:00,31,7,8,3007,35,29,23628,3335,35,4.0,0
B0_1119,59,11,utf-8,cloudflare-nginx,NA,US,Arizona,7/06/2001 0:00,27/11/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_770,60,12,UTF-8,cloudflare-nginx,NA,US,FL,13/06/1995 0:00,5/05/2015 0:00,3,0,1,466,5,6,490,618,5,2.0,0
B0_1412,23,7,ISO-8859-1,Oracle-iPlanet-Web-Server/7.0,3257,None,None,13/10/2000 0:00,27/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2130,57,11,UTF-8,Apache-Coyote/1.1,17249,None,None,16/10/2000 0:00,25/10/2016 0:00,15,13,7,1062,15,19,1354,1062,15,0.0,0
B0_9,35,7,iso-8859-1,Apache,330,None,None,10/11/2000 0:00,19/02/2016 0:00,16,9,8,1275,18,23,2306,1423,18,2.0,0
B0_64,46,10,ISO-8859-1,Microsoft-IIS/8.5,8745,None,None,None,None,28,0,3,4364,30,22,22879,4498,30,2.0,0
B0_1102,20,6,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,22/11/2016 0:00,23/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2078,49,9,UTF-8,Apache-Coyote/1.1,NA,US,ca,14/05/1999 0:00,28/06/2016 0:00,18,15,2,2736,18,13,4846,2736,18,0.0,0
B0_1110,56,12,ISO-8859-1,None,25471,None,None,b,17/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_258,26,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,46,12,11,3783,50,18,5605,4047,50,4.0,0
B0_873,46,9,ISO-8859-1,None,784,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_738,55,11,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,48,39,11,5137,55,61,67877,5597,55,6.0,0
B0_1361,149,23,ISO-8859-1,None,6748,CA,Quebec,8/01/1997 0:00,2/06/2009 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_394,56,11,iso-8859-1,Apache,189,None,None,6/08/2004 0:00,5/07/2016 0:00,25,13,7,2910,31,30,7648,3402,31,6.0,0
M0_93,56,11,iso-8859-1,nginx/1.10.1,NA,PK,Punjab,27/09/2013 0:00,29/09/2016 0:00,7,0,2,752,9,9,1197,916,9,2.0,1
B0_1122,47,9,UTF-8,nginx,NA,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1162,74,12,us-ascii,Microsoft-IIS/7.5,324,US,Pennsylvania,20/03/2005 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_192,41,9,UTF-8,mw2231.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,2,124,0,0,0.0,0
B0_303,32,7,iso-8859-1,Apache/2.2.3 (CentOS),287,US,MO,30/08/1998 0:00,22/12/2016 0:00,71,0,3,10999,73,70,88707,11147,73,2.0,0
B0_486,59,13,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,16/05/1995 0:00,21/10/2016 0:00,29,12,6,3325,33,32,29835,3635,33,4.0,0
B0_1143,46,11,UTF-8,mw2199.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1257,42,8,UTF-8,Apache,7289,CA,ON,14/04/1999 0:00,8/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_74,29,7,us-ascii,Microsoft-HTTPAPI/2.0,324,UG,kireka,9/04/2002 0:00,18/04/2017 0:00,5,0,2,593,7,8,1128,751,7,2.0,1
B0_895,45,9,UTF-8,mw2175.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1362,51,10,ISO-8859-1,nginx,6130,US,Utr,21/01/2007 22:31,23/12/2016 4:58,0,0,0,0,0,0,0,0,0,0.0,0
M4_66,95,19,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,1,1,1,90,1,4,354,90,1,0.0,1
B0_2085,27,6,utf-8,openresty/1.11.2.1,NA,US,TEXAS,3/11/2009 0:00,4/03/2017 0:00,3,3,1,366,3,5,306,366,3,0.0,0
M0_43,38,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,19,1,3,2594,25,25,7997,3058,25,6.0,1
B0_1287,29,6,UTF-8,Apache/2.2.22 (Debian),8654,JP,Osaka,4/02/2017 0:00,4/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_569,22,7,utf-8,Apache/2.4.7 (Ubuntu),4421,AU,Vi,21/05/2009 0:00,15/05/2016 0:00,12,0,2,2259,16,12,5165,2559,16,4.0,0
B0_2084,72,14,utf-8,Microsoft-IIS/7.5,14092,US,VA,15/12/1994 0:00,10/12/2016 0:00,12,5,4,960,12,8,498,960,12,0.0,0
B0_1043,106,21,utf-8,Apache,NA,US,NY,18/01/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_92,41,10,iso-8859-1,nginx/1.8.0,218,None,None,18/07/2005 0:00,18/06/2016 0:00,7,0,1,737,11,10,1162,1047,11,4.0,1
B0_677,37,9,utf-8,ATS,616,US,CA,18/01/1995 0:00,26/08/2015 0:00,18,5,10,2248,26,28,3605,2890,26,8.0,0
B0_2225,84,14,UTF-8,GSE,11243,US,CA,31/07/2000 0:00,29/06/2016 0:00,11,11,7,834,11,13,894,834,11,0.0,0
B0_1224,38,8,utf-8,nginx,39740,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0.0,0
B0_165,32,7,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,49,42,5,7613,61,52,24774,8497,61,12.0,0
B0_708,50,14,iso-8859-1,None,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,20,2,5,1849,26,22,26589,2279,26,6.0,0
B0_593,37,9,ISO-8859-1,None,NA,US,CA,24/10/1999 0:00,29/07/2016 0:00,21,0,4,1643,23,31,21144,1797,23,2.0,0
B0_325,52,10,utf-8,Apache,17167,None,None,7/05/1998 0:00,16/09/2016 0:00,10,1,4,1257,14,15,1919,1555,14,4.0,0
B0_57,90,17,UTF-8,nginx/0.8.55,NA,CA,ON,27/05/2006 0:00,8/08/2015 0:00,17,3,4,2162,23,24,14374,2634,23,6.0,0
M4_19,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1349,38,8,utf-8,None,NA,US,CA,5/12/1997 0:00,31/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_650,47,9,ISO-8859-1,None,6748,US,California,28/11/1999 0:00,9/09/2013 0:00,33,2,8,3759,39,27,11243,4193,39,6.0,0
B0_1309,67,10,UTF-8,LiteSpeed,NA,US,FL,27/07/2003 0:00,21/05/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2098,34,7,utf-8,Apache/2.4.10 (Debian),6474,US,Virginia,6/05/2010 16:44,20/09/2013 15:03,6,3,4,552,6,9,564,552,6,0.0,0
M4_14,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_2086,61,9,ISO-8859-1,nginx/1.12.0,NA,None,None,15/08/2013 0:00,7/08/2015 0:00,12,7,5,960,12,10,640,960,12,0.0,0
B0_636,57,10,ISO-8859-1,Apache,21046,US,NY,30/12/2002 0:00,9/04/2014 0:00,107,4,4,8986,111,148,234205,9294,111,4.0,0
B0_680,78,12,UTF-8,Pizza/pepperoni,13707,US,WA,16/11/1994 0:00,28/10/2015 0:00,19,6,4,2781,24,24,18410,3085,24,4.0,0
B0_891,30,6,utf-8,None,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1263,96,18,utf-8,nginx/1.8.0,55367,US,va,10/05/1996 0:00,9/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1386,68,12,ISO-8859-1,Oracle-iPlanet-Web-Server/7.0,3257,None,None,13/10/2000 0:00,27/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1378,41,8,us-ascii,Microsoft-HTTPAPI/2.0,324,GB,worcs,25/10/2006 0:00,18/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_947,37,7,UTF-8,GSE,7783,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_429,50,11,ISO-8859-1,Apache,2797,None,None,None,None,35,0,4,2949,39,43,43296,3263,39,4.0,0
B0_509,45,9,UTF-8,mw2239.codfw.wmnet,4695,US,CA,13/01/2001 0:12,12/12/2015 10:16,40,35,2,4590,46,54,84636,5046,46,6.0,0
B0_1410,47,9,ISO-8859-1,None,6748,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1022,52,12,ISO-8859-1,nginx/1.10.3,NA,US,VA,21/02/1992 0:00,22/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1202,63,13,UTF-8,mw2226.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_227,59,15,UTF-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,20,6,5,2638,28,25,6137,3208,28,8.0,0
B0_675,60,13,utf-8,Microsoft-IIS/7.5,NA,GB,London,29/09/1998 0:00,9/04/2017 0:00,23,12,5,3208,32,26,8206,3883,32,9.0,0
B0_2009,49,11,UTF-8,Apache,NA,None,None,None,None,25,6,11,1662,25,12,799,1662,25,0.0,0
B0_319,52,9,UTF-8,cloudflare-nginx,NA,CA,ON,17/09/1998 0:00,10/11/2016 0:00,10,2,6,1197,14,17,1374,1503,14,4.0,0
B0_12,59,10,utf-8,Microsoft-IIS/8.5,26958,None,None,16/06/1996 0:00,28/03/2016 0:00,15,10,1,2421,21,17,7924,2861,21,6.0,0
B0_719,126,19,utf-8,Apache/2.4.17 (Unix) OpenSSL/1.0.1e-fips PHP/5.6.19,6244,CH,Zug,22/06/1998 0:00,20/05/2016 0:00,10,0,4,1368,16,15,3046,1850,16,6.0,0
B0_1214,56,9,UTF-8,Apache/2.2.15 (CentOS),965,CA,qc,8/12/1997 0:00,18/10/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2014,52,10,ISO-8859-1,Apache/2.2.27 (CentOS),1235,US,NY,31/05/1995 0:00,18/11/2013 0:00,4,3,2,432,4,6,376,432,4,0.0,0
B0_736,46,7,UTF-8,GSE,6984,US,CA,31/07/2000 0:00,29/06/2016 0:00,33,1,5,3244,43,41,24696,4114,43,10.0,0
B0_200,36,8,UTF-8,Apache,NA,JP,Osaka,13/07/2008 0:00,9/12/2015 0:00,14,10,6,1096,16,19,1294,1246,16,2.0,0
B0_2015,32,6,utf-8,None,NA,None,None,22/02/1996 0:00,16/01/2015 0:00,4,3,2,432,4,5,310,432,4,0.0,0
B0_2293,26,6,UTF-8,None,NA,CA,British Columbia,4/08/1998 0:00,10/04/2017 0:00,4,3,2,396,4,6,482,396,4,0.0,0
B0_1112,43,9,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_419,50,11,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,1/05/1996 0:00,25/03/2017 0:00,25,1,6,2829,29,28,23089,3131,29,4.0,0
B0_629,92,15,utf-8,None,37687,US,FL,1/02/1994 0:00,28/04/2016 0:00,11,0,3,1358,17,16,9432,1798,17,6.0,0
B0_33,42,9,ISO-8859-1,Apache,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,15,6,10,950,17,18,1327,1110,17,2.0,0
B0_246,38,7,UTF-8,None,24087,AU,NSW,19/02/2002 1:02,29/11/2016 0:00,8,0,3,786,12,9,968,1106,12,4.0,0
B0_883,26,6,UTF-8,cloudflare-nginx,NA,US,PA,13/04/1994 0:00,13/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2167,57,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,7,3,2,630,7,5,306,630,7,0.0,0
B0_1108,39,9,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_889,46,6,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_368,58,9,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,8/09/2004 0:00,28/02/2017 0:00,15,10,3,2344,19,17,6649,2668,19,4.0,0
B0_2067,35,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_1163,25,6,utf-8,Apache/2.2.29 (Amazon),NA,CA,British Columbia,10/03/2005 0:00,4/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1194,69,12,ISO-8859-1,nginx,1500,US,Ohio,26/05/1998 0:00,4/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2104,34,7,utf-8,nginx,NA,CA,ON,17/08/1999 12:43,21/04/2017 16:47,8,6,5,696,8,10,636,696,8,0.0,0
B0_729,49,11,ISO-8859-1,Apache,1368,None,None,None,None,0,0,0,0,0,2,124,0,0,0.0,0
B0_145,126,22,utf-8,IdeaWebServer/v0.80,NA,US,IL,3/06/1997 0:00,1/06/2016 0:00,7,0,2,985,13,12,1496,1433,13,6.0,0
B0_212,78,15,iso-8859-1,Apache,13,JP,Tottori,14/04/2017 0:00,18/04/2017 0:00,8,0,3,528,8,2,124,528,8,0.0,0
B0_1,56,8,iso-8859-1,Apache,257,US,CA,5/11/1999 0:00,11/08/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,0
M4_25,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1365,38,9,utf-8,nginx/1.1.19,NA,US,CA,9/12/1996 0:00,9/10/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_487,36,7,ISO-8859-1,cloudflare-nginx,3326,US,CA,6/04/2008 0:00,18/12/2014 0:00,14,7,5,1060,16,18,5214,1234,16,2.0,0
M0_107,35,9,ISO-8859-1,Apache,7314,None,None,21/09/2009 0:00,9/08/2016 0:00,39,0,3,3240,45,45,35301,3722,45,6.0,1
B0_270,46,11,utf-8,ATS,630,US,CA,18/01/1995 0:00,26/08/2015 0:00,38,13,10,4509,48,52,35953,5267,48,10.0,0
B0_2051,82,13,ISO-8859-1,nginx/1.10.1,8521,PA,PANAMA,3/03/2004 0:00,31/03/2017 0:00,8,3,6,696,8,9,574,696,8,0.0,0
